"Gene_name"	"replicate1_timepoint1"	"replicate1_timepoint2"	"replicate1_timepoint3"	"replicate1_timepoint4"	"replicate2_timepoint1"	"replicate2_timepoint2"	"replicate2_timepoint3"	"replicate2_timepoint4"	"replicate3_timepoint1"	"replicate3_timepoint2"	"replicate3_timepoint3"	"replicate3_timepoint4"
VNG0541G	319.2947144	309.3211415	271.6159029	215.412935	370.8094684	326.6118475	258.8483104	249.4088216	346.5952747	366.756343	242.7162094	269.2081039
VNG0542C	78.83533006	67.16412326	203.9863976	167.3091568	83.63813565	82.5290018	99.85345824	174.5713558	84.01684145	80.42442664	132.6999836	175.1507643
VNG0543H	110.4624831	118.3321999	93.75908694	97.74074453	134.864777	135.8163953	111.7487528	128.6315253	121.7934557	141.8561141	123.1728053	111.1586741
VNG0544H	2.790631152	2.698128337	43.69568689	12.2655052	3.845431524	5.316656046	4.858641425	12.30001913	4.747880475	6.025282777	10.43452863	24.27286183
VNG0546C	1466.011565	1201.341642	223.748266	343.8174425	1437.092695	978.989711	454.869361	351.2174136	1389.271113	1289.017561	377.004056	347.5432489
VNG0548C	630.3338115	556.5853313	156.5579133	211.3883161	602.7713914	536.0155959	278.1153367	255.6329276	627.545941	628.0702373	307.5917569	251.0034575
VNG0549G	6664.608573	7020.337211	2707.815129	3828.179161	6939.081185	6293.954093	3694.745494	3469.790938	7150.101566	7283.388018	4088.293684	4008.332137
VNG0550G	198.4836407	199.0833266	87.6109501	113.4559231	201.7478182	189.1037889	110.4084379	106.1061891	211.3838959	231.7114181	123.6264805	118.3302014
VNG0551G	1035.324158	1014.496255	312.8962503	555.5890557	970.834123	810.9108801	521.3824867	519.4164703	1066.62167	1136.289741	594.087619	480.492333
VNG0553C	437.8965383	385.6396288	279.5206503	336.9180958	384.4058156	330.9618388	364.3981068	359.6644147	427.7221019	376.8421424	373.3746548	348.3707328
VNG0555C	147.2057933	153.6969535	137.6743502	211.1966676	162.3321451	160.5871792	120.7958782	223.1786603	188.8830711	164.7783855	151.9811778	217.3524446
VNG0556G	15.81357653	15.89968485	122.962737	34.49673336	22.38590494	26.09994786	16.41885723	34.52896935	25.39083906	26.45885046	35.61349988	59.30301469
VNG0557H	328.5968182	289.9524345	329.5840504	1215.243257	337.8486268	315.37437	428.0630634	1189.39703	353.407451	267.3391771	479.7614793	1202.609972
VNG0559G	734.1685457	412.4281887	165.5605423	260.2586884	683.8001271	410.7116795	142.2409162	217.3991332	607.9351304	333.3553189	150.3933148	262.8640605
VNG0560C	577.5443722	761.1612763	303.0153161	370.6482351	608.9515492	612.8654424	510.6599677	405.7524382	689.0619576	546.466951	448.9115685	395.5373166
VNG0562C	388.2465591	509.5608089	190.8118186	271.949248	431.7870254	428.5949771	359.0368473	277.7136849	445.6814759	370.947844	295.1156901	235.5570909
VNG0563G	328.8293708	395.5648866	174.3435949	233.8111928	331.3937953	362.3784428	306.4294885	245.8521895	332.970922	295.6318093	284.907999	240.5219945
VNG0564H	138.2525183	183.5690887	84.31730536	122.2717549	164.2548608	163.4871734	137.2147354	108.9218561	156.2671965	141.9870985	141.7734868	101.2288669
VNG0565C	166.8564877	208.3340523	123.4018896	137.4119879	189.3875026	206.7454203	141.5707587	120.3327172	190.3280782	172.8994188	162.642544	129.9149764
VNG0566C	117.6716136	143.0971636	57.08984217	90.84139786	110.006809	117.4497654	121.8011143	74.39288676	117.6648639	97.84535293	109.7893882	64.54374623
VNG0568C	90.92806505	109.0814742	33.37560004	64.20225376	80.34205149	89.29565495	82.42936486	58.98081461	80.50753849	79.76950459	80.52734049	46.89075581
VNG0570Hm	191.8558917	249.7695947	59.28560533	164.434429	202.5718392	221.3662244	194.5131963	148.3411945	204.9845788	183.9021091	166.952458	115.0202657
VNG0571C	690.9137628	720.785713	312.4570977	404.5700229	634.4962015	647.3028736	575.6652391	413.4584742	667.5932807	606.0648567	544.1833517	373.1952506
VNG0572G	223.5993211	161.7913385	117.0341764	124.5715371	240.2021334	185.4787961	116.4398548	112.4784882	172.3687042	162.9446038	151.0738275	98.19475922
VNG0573C	575.4513989	511.8734903	237.3619976	307.5958725	584.6429285	476.0823823	265.0472667	265.2654727	592.8657706	603.3141842	269.4830437	362.4379596
VNG0574C	210.692652	215.4648201	112.8622264	67.26863006	242.6741965	221.6078906	110.4084379	55.27598957	217.7832131	225.1621977	90.96186912	53.78645519
VNG0575G	549.754337	490.866634	446.3986505	255.2758269	513.2277716	492.3948497	474.3039266	325.2836383	547.2448321	484.5113259	418.9690081	276.1038033
VNG0576C	54.64986007	45.3863731	101.444258	74.16797673	59.05484126	62.71237472	79.58119575	96.77002999	47.47880475	57.63313961	89.60084364	89.368264
VNG0578H	1322.64289	1017.194383	522.8112085	500.7775793	1297.695803	1067.922867	443.3091451	385.301804	1126.48625	1010.675694	512.199253	399.6747362
VNG0579H	713.0062594	629.0493495	482.6287426	826.5800611	882.9385453	743.2443486	423.204422	648.4925747	818.6997375	857.5549205	775.5576821	956.2955904
VNG0581H	110.5787594	113.6104754	124.9389238	195.2898405	132.8047244	111.7706101	101.6963912	151.6014406	135.2113787	122.6014061	145.8565632	205.2160136
VNG0582C	2258.667089	2837.563755	1389.478928	4756.141288	2634.257931	2588.969828	2458.6401	3901.477151	2710.833322	2533.631408	2568.708743	4286.366737
VNG0583G	1688.796952	2082.087821	1187.90787	3026.705056	1841.412353	1742.775685	1629.822889	2448.741157	1844.24192	1660.620327	1673.834494	2580.370709
VNG0584H	2750.748382	3039.056125	2330.802595	5218.972461	3075.109188	2880.781745	2547.6035	4136.066672	2871.848399	2761.806247	2717.514195	4571.572863
VNG0585H	750.2146748	797.1042003	524.7873953	1147.399681	837.0680407	764.873472	569.6338222	790.1650841	746.6558121	748.9688461	619.2665902	1120.964892
VNG0586C	2459.127427	2287.145575	1682.832886	3715.298183	2851.662149	2409.532687	1621.445921	2891.097267	2388.596738	2646.932921	2068.758719	3488.120576
VNG0587H	281.8537464	200.0469439	134.819858	235.1527324	237.7300703	184.028799	170.2199892	223.1786603	218.6089314	183.1162027	158.33263	198.0444863
VNG0590H	75.23076482	59.84063205	56.65068954	45.61234745	71.27782004	60.29571288	42.38745794	41.19765442	95.16403908	59.72889014	36.74768777	47.71823973
VNG0591C	102.206866	92.31453383	103.8595975	122.4634034	102.8652933	91.5914837	138.0524322	135.5965964	101.5633562	77.54276966	137.0098976	135.9831918
VNG0592G	801.9576274	752.488721	555.0889269	752.7953814	912.465966	739.4985227	447.1625504	567.1346168	782.57456	727.749372	381.5408076	689.0182824
VNG0593G	558.9401646	493.3720388	183.3462239	109.4313042	563.4930551	511.8489775	163.0157968	109.8110141	586.672883	594.4072444	126.1216938	115.5719217
VNG0594H	43.60361176	36.90654119	59.50518164	50.97850597	45.18382041	36.49159377	42.21991859	53.79405955	35.0930296	41.12910418	48.77007945	46.33909985
VNG0595H	69.30067362	91.54364002	149.5314712	177.0832313	77.04596732	85.30816292	147.6021757	180.7954619	75.34679884	77.28080084	146.3102384	174.5991084
VNG0596H	14.18570836	12.62338615	22.61636055	16.48177261	17.30444186	14.01663867	17.42409338	19.7096692	16.1015077	13.22942523	15.65179294	24.5486898
VNG0597H	198.8324696	164.6821903	276.4465819	145.6528742	246.3822912	211.3370778	224.670281	267.3401747	237.1875942	318.6850652	237.7257826	193.9070667
VNG0598C	127.9039278	88.36370305	42.81738163	20.31474298	116.3243036	86.63732693	35.68588357	24.89642426	119.7291598	96.79747766	38.10871325	31.16856121
VNG0599C	191.5070628	128.9319898	49.84382374	83.55875415	192.408913	141.7372169	50.26180784	81.95072984	190.9473669	191.3682204	66.00973544	80.81759677
VNG0600C	413.3622395	292.8432863	96.83315537	50.02026338	433.5724044	275.7411158	102.0314699	44.01332145	318.3144214	291.3093238	97.76699648	48.54572366
VNG0601H	105.2300497	61.76786658	36.88882109	44.46245633	98.19584071	62.47070854	26.80629751	29.3422143	85.25541896	61.82464067	26.08632157	27.58279753
VNG0602C	44.88265103	67.35684671	160.0711344	145.6528742	45.73316777	65.37070274	193.6754995	176.7942508	62.7545941	88.54545994	193.9461299	142.6030632
VNG0604H	117.3227847	145.2171216	641.3824191	700.4753358	134.5901033	215.2037368	291.0158674	596.9214101	128.3992024	164.3854323	469.1001131	702.8096811
VNG0606G	1198.343527	1429.429848	1107.542938	1431.422786	1215.293698	1346.805643	1500.147425	1489.636051	1290.184912	1354.64075	1799.729351	1381.622328
VNG0608C	107.4392994	79.59478595	44.79356847	31.43035706	95.17443022	51.71656335	59.97909069	42.67958444	104.8662296	72.95831537	55.12153166	44.95995998
VNG0609C	987.3020465	664.0286562	429.2716978	432.1674096	1089.081142	621.9279243	368.4190515	369.8897318	949.1632358	846.0282926	485.4324187	373.4710786
VNG0610G	103.2533526	110.1414532	62.79882638	24.72265891	119.7577246	111.1664446	34.68064741	31.12053032	115.1877089	132.5562211	40.60392661	40.2708844
VNG0611H	101.3929319	181.9309393	597.0280033	187.8155483	192.2715762	235.3828631	130.3456217	162.8641087	198.7916912	253.9787675	248.3871488	337.3376138
VNG0612H	7.441683073	7.708938107	51.16128163	8.049237785	10.30026301	15.22496959	5.863877581	6.965071072	13.62435267	16.89698866	13.15657957	24.5486898
VNG0613H	11.5113535	15.70696139	116.5950238	193.9483009	17.57911554	24.89161694	29.65446663	184.7966729	17.75294438	21.48144295	49.22375461	223.696488
VNG0614G	95.46284067	129.5101602	478.4567926	2682.504316	117.697672	131.5872371	299.3928354	2278.615591	126.128477	135.9618157	454.582508	3064.448806
VNG0615C	73.83544924	84.41287227	107.5923949	53.08663967	81.44074621	77.93734431	66.68066507	56.01695458	86.08113731	95.22566476	85.29092965	71.71527358
VNG0617H	784.632459	2734.263985	1378.719688	1819.319388	831.5745671	1989.396026	3543.792531	2017.203137	1181.602949	2528.261047	2644.926169	1566.151244
VNG0620G	939.0473828	3432.30833	1789.327399	2235.963267	1077.544848	2533.507439	4292.35839	2149.68768	1539.345422	3234.659961	3267.822161	1882.80176
VNG0622H	99.18368221	131.0519478	224.406995	441.558187	98.88252491	171.7038237	196.8587474	442.8006885	110.646258	129.6745641	191.9045917	465.8734503
VNG0623G	401.0369519	466.0053086	582.0968138	204.1056724	434.5337622	492.1531835	497.5918976	222.1413093	447.3329126	470.6269787	516.0554919	240.2461665
VNG0624H	31.39460046	32.08845487	15.37034212	5.74945556	31.03812587	26.82494641	15.41362107	8.002422082	30.75800829	25.93491282	10.43452863	12.41225889
VNG0626G	89.41647318	81.71474393	86.2934922	33.53849077	87.62090402	88.08732403	48.58641425	39.71572441	81.12682725	85.79478737	57.16306987	56.82056292
VNG0627G	74.18427813	100.7943657	148.8727423	105.9816308	71.27782004	95.82064191	148.7749512	113.2194532	70.59891837	89.06939758	121.5849423	96.81561934
VNG0628G	2030.184163	1962.502919	1795.914689	377.5475818	2276.770136	1912.18368	1617.592516	428.7223534	2225.517365	1867.575692	1964.186595	420.3618344
VNG0629G	781.0278938	770.4120021	456.9383137	863.5682252	701.104569	643.5570477	784.7543597	933.7641026	685.3462251	668.4134351	687.3178639	767.9050833
VNG0630G	146.0430303	111.3941556	83.65857641	168.842345	143.6543348	134.2455652	122.6388111	240.9618205	143.4685622	152.0728979	136.78306	154.1878382
VNG0631C	120.9273499	114.3813692	110.8860396	44.0791593	116.4616404	113.0997741	54.9529099	56.16514758	132.7342237	122.2084529	50.13110492	64.26791825
VNG0632G	417.083081	1463.830985	422.0256794	855.7106359	371.2214789	2589.090661	360.3771622	808.5410163	501.4174641	665.7937469	256.5533017	603.787438
VNG0633G	282.9002331	1533.307789	320.3618451	836.7374326	254.4851648	2128.958247	343.1206082	708.3625473	364.9675078	497.7407512	198.7097191	436.6356849
VNG0635G	2470.406228	2688.299441	2219.477402	1838.675888	3411.035099	2901.927536	1435.97985	1346.629805	3517.973002	3451.570141	2014.544538	1972.997507
VNG0636G	2327.386381	2488.252497	872.3767036	1347.097438	2486.346154	2068.420868	1185.843586	976.147301	2563.236168	2224.115251	1261.670614	1148.271861
VNG0637G	8052.947572	8879.154912	3761.56187	5295.248571	9500.825265	8486.228881	4640.1701	4556.934797	9961.053236	8606.199556	4894.928114	5124.332126
VNG0639G	2511.684313	2934.792737	1151.677778	1658.526281	2798.787465	2519.853299	1598.660568	1431.099816	3135.45898	2607.506614	1577.201686	1634.556582
VNG0640G	2394.0127	3086.273371	1039.254704	1717.554024	3084.722767	2762.244482	1446.702369	1342.776787	3345.397869	2788.527066	1510.511438	1649.175464
VNG0641C	463.8261528	569.9796113	106.9336659	196.8230287	472.1640564	414.4575054	245.9477797	161.5303717	514.0096688	438.1428454	208.0100598	163.5659894
VNG0642C	379.8746656	442.4930473	86.95222115	170.1838846	386.0538577	357.6659522	213.7802227	147.0074575	421.3227848	363.2197639	170.3550217	145.9129989
VNG0643G	289.6442584	388.8195658	61.92052112	129.3627501	338.6726478	277.5536122	152.2932778	101.364013	363.3160711	307.0274528	134.9683594	102.6080068
VNG0646G	4282.223503	5558.048013	1359.836125	1918.784969	5001.670381	4814.594549	2408.88091	1675.618268	5647.294181	4912.832198	2169.928279	1920.038536
VNG0647G	2283.317664	3010.436692	561.0174875	905.1559537	2435.806197	2249.42884	1264.419546	792.9807511	2848.934715	2387.059855	1001.714748	846.7918842
VNG0648G	1810.654513	2333.881012	399.4093189	685.5267513	1883.574763	1763.558977	1075.435148	685.985404	2317.99782	1910.407594	771.9282808	699.2239174
VNG0650C	344.2941184	282.7253051	189.2747844	210.8133706	303.6517536	247.3453392	156.9843798	192.799095	302.8322025	244.1549369	159.0131428	190.5971309
VNG0651G	91.16061765	100.5052806	163.1452028	347.0754673	86.38487245	100.1706332	182.1152837	318.7631463	102.5955042	91.16514811	171.0355344	393.6065208
VNG0652H	18.48793138	22.54864396	30.30153161	32.58024818	17.85378922	23.44161984	31.32986022	32.45426733	20.23009941	18.20683274	31.98409862	36.96094869
VNG0653G	92.78848582	105.997899	1066.92132	1222.909198	114.9509352	132.0705695	698.8066683	1488.005928	116.4262864	100.8579943	1858.933959	1651.657916
VNG0654C	121.2761788	86.05102162	402.7029636	335.3849077	115.5002826	105.4872893	258.1781529	452.4332336	118.2841527	89.33136639	654.8800901	667.5037003
VNG0656H	64.99845059	42.11007441	41.49992373	75.70116488	57.26946234	50.50823243	35.85342293	67.57600869	50.78167812	41.78402622	52.17264313	63.16460635
VNG0657G	3087.949646	3318.601493	1149.042862	2219.864792	3460.888372	3029.406448	1461.110754	1446.956467	3366.247257	2606.19677	1275.280868	2027.335619
VNG0659H	733.4708879	761.2576381	114.3992607	191.4568702	629.0027279	465.8115695	209.0891206	159.7520556	712.3885008	723.5578709	141.3198116	170.7375167
VNG0660H	301.8532697	214.4048411	177.198087	349.7585466	301.4543641	254.7161578	124.3142047	293.422143	313.9794001	243.1070616	138.1440855	373.7469066
VNG0662G	896.606534	654.6815687	186.6398686	354.9330566	817.2915357	575.5280169	287.8326196	257.5594366	706.1956132	503.5040651	272.6587698	304.5140848
VNG0664G	82.55617159	63.21329248	55.11365532	40.24618892	81.85275673	65.37070274	64.00003532	56.46153358	83.39755269	76.36390998	63.2876845	54.33811114
VNG0665G	2604.007694	2780.132167	1552.404554	2647.815934	2765.55195	2555.257395	1744.084732	2166.137103	2930.267971	2713.080047	2057.870515	2473.349455
VNG0666G	759.0516735	712.9804132	248.3408134	592.1939227	657.7061275	619.6320955	549.3615597	661.8299448	752.4358405	671.8190297	491.3301958	557.1725102
VNG0667G	107.4392994	88.07461787	32.27771846	70.52665488	99.15719859	72.98318754	50.4293472	84.91458987	96.19618701	79.900489	48.31640429	71.99110156
VNG0668C	217.5529536	150.5170165	88.05010273	113.6475716	188.4261447	164.9371705	92.64926578	128.0387533	223.7696711	162.8136194	108.4283627	104.8146306
VNG0669H	66.16121357	58.49156789	27.66661582	38.13805522	60.70288335	47.12490586	35.68588357	39.4193384	59.8645799	41.91501062	29.48888525	39.71922845
VNG0670H	120.2296921	98.57804604	58.62687638	78.0009471	110.6934932	99.44563467	65.50788955	82.69169485	112.5041243	110.2888717	50.81161766	68.95699383
VNG0671H	217.6692299	186.7490256	133.2828238	201.8058902	228.9405125	198.5287701	108.2304262	152.0460196	203.5395717	213.5045854	121.3581047	173.4957965
VNG0673G	287.2024561	270.6800893	315.9703188	311.0455458	290.6047538	306.4327212	414.827454	267.1919817	291.8914344	273.6264287	431.8987501	284.9302985
VNG0674C	424.9898693	386.3141609	533.7900243	352.0583288	425.3321939	392.3450496	630.2830703	374.1873288	402.9505516	330.3426775	533.5219854	423.9475981
VNG0675C	193.9488651	185.207238	282.814295	320.6279718	176.4778396	194.7829442	401.9269234	545.3502456	165.5565279	197.3935032	309.8601327	332.9243662
VNG0676C	154.1823712	139.2426946	43.69568689	48.10377819	129.9206508	130.13724	67.18328315	74.24469376	140.9914071	122.6014061	49.67742977	49.92486353
VNG0677H	83.71893457	52.42077913	55.11365532	46.57059004	80.47938833	62.10820926	45.0680877	42.23500543	69.97962961	53.57262295	47.1822164	56.26890697
VNG0678G	655.2169393	536.638454	175.8806291	189.3487365	606.2048124	532.9947686	229.6964618	210.4340622	570.7778049	530.2248844	178.5211746	190.8729589
VNG0679G	2059.369514	1793.677174	1388.16147	1008.646154	1978.611856	2070.83753	1707.058534	935.5424186	1810.181038	1469.121122	1219.932499	869.9614342
VNG0680G	1098.229635	918.1345285	597.6867322	1307.042897	984.8424807	978.3855455	754.597275	1209.254892	1003.660646	764.032053	616.0908641	1100.277794
VNG0681G	1352.409622	1578.694163	853.7127167	805.6903725	1250.589266	1440.330456	1255.037342	787.7939961	1392.367557	1534.744311	1000.58056	724.3242632
VNG0682C	85.57935534	57.52795062	85.63476325	149.4858446	78.14466205	76.72901339	107.7278081	179.1653388	73.48893257	78.72162933	119.3165665	132.6732561
VNG0683C	2618.193402	2187.989358	1417.145544	1263.347035	2610.086647	2132.341574	1830.87012	1011.565428	2235.838845	2074.138104	1548.166476	863.3415628
VNG0684G	2207.73807	1884.931729	1171.22007	958.817539	2094.524149	1766.217305	1759.163274	934.0604886	1972.021834	1653.416185	1386.884957	699.7755734
VNG0686C	411.7343713	364.8254959	175.2219002	193.7566524	406.1050363	310.5410463	233.047249	172.0520748	373.0182617	317.8991587	199.3902318	152.2570424
VNG0688H	18.72048398	29.00487963	216.2826713	197.3979742	21.28721022	38.18325706	99.51837952	223.3268533	28.69371244	33.66299291	242.9430469	249.0726617
VNG0689G	123.3691522	154.8532942	184.8832581	296.0969614	116.4616404	144.516378	250.1362637	249.1124356	117.4584344	115.9212013	263.358429	245.486898
VNG0690C	109.648549	151.4806338	173.4652897	248.9514258	99.56920911	127.8414113	275.2671676	296.9787751	119.7291598	113.8254507	262.4510787	234.729607
VNG0692C	32.09225825	51.36080014	92.44162905	100.2321753	34.8835574	39.14992179	92.9843445	128.9279113	43.14378345	40.21221332	100.715885	93.50568363
VNG0694G	92.32338063	71.11495404	55.33323164	36.98816411	93.80106182	62.47070854	39.87436755	42.53139144	108.7883918	87.8905379	44.0064903	44.684132
VNG0697H	24.76685148	23.70498468	24.81212371	37.37146114	18.54047342	18.84996234	33.17279317	34.38077635	24.35869113	18.33781715	27.22050946	30.89273324
VNG0698H	436.9663279	562.2706732	414.120932	965.7168856	372.869521	503.6323272	819.2674678	831.2145455	440.3143067	504.420956	822.5130609	735.9090382
VNG0700G	160.9263965	182.7018331	335.5126109	360.6825122	155.8773136	185.9621285	266.8901996	426.7958444	197.5531137	194.6428306	287.4032124	514.695002
VNG0702H	1533.451818	1158.267951	229.0180976	124.5715371	1370.621665	1053.906228	485.6966031	128.0387533	1522.831055	1106.55628	387.8922598	119.1576853
VNG0703H	536.4988391	431.5078105	417.8537294	305.1044417	593.2951494	478.0157117	262.0315582	221.5485373	547.2448321	528.1291339	292.3936391	286.0336104
VNG0704C	167.0890403	165.9348928	259.5392055	512.6597875	162.7441556	175.4496495	339.2672029	414.7922113	163.2858024	143.2969426	316.6652601	444.6346962
VNG0705C	102.3231423	124.8847973	316.4094714	1104.087116	108.4961037	141.6163838	305.9268704	1081.808911	104.4533704	112.9085599	281.2785978	1107.449321
VNG0707C	74.64938333	32.76298695	65.21416586	42.35432263	59.60418862	40.11658653	20.77488057	45.19886546	60.69029824	39.42630687	33.34512409	51.85565936
VNG0708H	182.4375116	376.2925413	520.395869	778.0929858	159.5854083	298.0952378	924.4821855	818.0253684	161.015077	302.7049674	968.8232992	510.5575823
VNG0709C	474.8724011	779.7590895	1271.566446	1962.480831	467.6319407	783.1192689	1609.048008	2532.618396	536.7169233	678.4992345	2154.049649	1766.402354
VNG0711C	103.0208	127.3902022	184.6636818	137.0286909	84.18748301	126.9955796	241.424217	154.8616866	106.1048071	116.0521857	258.5948399	121.6401371
VNG0713C	26.39471965	46.34999037	103.6400212	83.17545711	28.42872591	48.45406987	149.2775693	127.1495953	39.63448049	46.49946491	123.6264805	85.78250033
VNG0715G	1740.423629	9924.776004	6080.287767	557.3138923	1349.471791	11178.1485	7556.52773	585.806935	2991.371129	10415.48719	3704.711338	638.2659349
VNG0716G	139.5315576	76.99301934	104.2987501	334.0433681	129.7833139	76.12484793	114.2618432	421.9054753	167.001535	70.2076428	115.9140028	437.1873409
VNG0717H	89.53274947	63.21329248	37.54755004	41.97102559	79.24335677	61.86654308	41.38222179	45.19886546	80.92039766	80.29344223	41.73811451	49.92486353
VNG0718C	121.3924551	70.6331454	81.90196588	64.20225376	106.8480616	75.39984938	43.72777282	78.0977118	100.7376379	74.66111267	49.45059219	81.6450807
VNG0719G	22.79015441	30.64302898	60.38348691	83.17545711	21.5618839	27.79161115	46.91102065	86.24832689	47.68523434	42.04599503	57.16306987	81.92090867
VNG0720G	113.8344958	92.79634246	60.60306322	44.27080782	102.0412722	76.97067957	49.5916504	51.42297153	99.70548997	74.53012827	46.04802851	57.92387482
VNG0723G	99.7650637	152.5406128	161.6081686	109.8146012	94.89975654	125.6664156	213.7802227	125.8158583	96.19618701	127.9717668	168.9939962	85.23084438
VNG0724H	15.69730023	8.190746739	15.58991844	14.3736389	17.4417787	11.72080992	7.706810535	16.15303717	12.38577515	15.19419135	17.01281841	12.96391484
VNG0725H	349.4102755	309.4175033	368.0099057	575.7121501	319.1708165	330.1160072	365.0682643	570.2466699	343.9116901	320.3878625	448.684731	552.7592625
VNG0726C	359.0612083	345.9385975	420.9277978	335.1932592	358.7238265	342.4409826	419.015938	284.0859839	339.1638096	306.3725308	425.7741355	300.6524931
VNG0727C	786.957985	690.9135778	297.3063319	176.8915827	787.7641151	595.2238109	457.5499907	163.0123017	766.0601931	589.5608213	287.63005	173.2199685
VNG0729H	151.0429111	94.43449181	82.99984746	154.8520031	146.1263979	108.7497828	62.15710236	144.9327555	138.5142521	106.2283551	77.12477681	149.2229347
VNG0730C	82.2073427	88.84551168	122.5235843	105.5983338	83.08878829	94.85397718	114.9320006	122.8519983	88.55829234	96.66649325	129.2974199	113.6411258
VNG0731H	49.06859776	35.75020047	39.08458425	19.54814891	43.81045201	37.09575923	35.18326549	28.7494423	49.95595978	44.92765201	42.64546482	22.06623803
VNG0732G	884.3975227	702.1878998	383.5998241	942.1441178	835.6946723	752.5484967	593.4244112	950.6581048	899.207276	736.1323741	507.2088263	938.6426
VNG0733H	73.71917294	76.80029589	89.80671326	43.31256522	68.94309376	62.9540409	56.12568542	49.34826951	70.39248878	65.75417292	51.03845524	62.06129445
VNG0734G	394.2929266	682.4337459	1645.724489	6497.26808	429.3149623	649.4778692	1670.870032	5841.619927	531.1433244	736.1323741	2538.312507	7327.645992
VNG0735G	215.8088091	154.7569325	194.544616	320.8196203	190.760871	173.1538208	161.8430212	234.1449424	160.8086474	154.5616017	173.3039102	269.2081039
VNG0736G	276.0399315	221.1501619	476.7001821	523.9670501	292.115459	279.7286079	198.7016803	507.4128372	260.7205669	256.2055024	279.2370596	510.8334103
VNG0737H	74.06800184	65.91142081	44.35441584	136.2620968	65.09766223	67.42486531	74.72255432	141.6725095	85.25541896	90.11727284	73.72221312	172.9441405
VNG0738H	30.34811378	24.47587849	18.66398686	31.62200558	32.27415744	26.09994786	24.7958252	61.50009563	29.31300119	31.17428915	18.82751904	45.7874439
VNG0740C	118.9506529	79.11297732	63.45755533	59.02774375	110.1441458	88.20815712	51.43458336	67.42781569	116.8391456	95.35664917	50.81161766	59.02718672
VNG0741H	133.834019	145.5062068	67.19035271	91.41634341	101.0799144	125.7872487	123.8115866	148.1930015	146.565006	139.2364259	110.2430633	100.677211
VNG0742H	228.3666493	162.3695089	255.3672555	1960.947643	201.3358077	163.003841	174.2409338	1802.767864	203.9524308	181.8063586	174.4380981	1876.733544
VNG0743H	310.8065446	340.7350643	540.8164664	416.0689341	264.0987436	359.3576155	573.3196881	364.7029767	237.6004533	296.5487002	458.892422	322.9945591
VNG0745G	78.71905376	87.40008579	467.9171295	22030.38052	122.5044614	103.5539598	266.0525028	18994.34158	114.3619906	125.2210942	504.2599378	21050.36359
VNG0746C	30.69694268	35.17203011	400.7267768	14518.52518	55.7587571	47.60823823	182.2828231	13763.27682	49.54310061	52.6557321	356.8155115	14053.71117
VNG0748G	38.48745464	43.5555003	423.3431373	19063.8531	64.68565171	64.64570419	267.057739	19350.30117	58.4195728	58.81199928	539.1929249	17892.96076
VNG0749G	80.46319823	118.8140086	1414.071475	56505.4576	140.4955875	145.1205434	791.7910128	47919.39259	114.7748497	127.709798	1853.036182	53648.5412
VNG0750C	69.99833141	75.93304035	286.9862451	856.2855815	70.04178848	99.68730086	182.2828231	875.820639	79.68182014	104.3945733	308.7259448	985.5333558
VNG0751C	391.3860191	627.9893705	9031.173878	5697.135515	499.7687613	819.0066972	3332.692939	5214.022566	430.4056865	697.8849269	6631.36978	5214.803701
VNG0752G	404.2926882	479.9777589	199.375295	98.31569008	416.8173099	470.6448931	206.0734121	89.65676592	446.5071942	502.5871743	186.6873274	89.368264
VNG0753G	338.7128561	267.5001523	112.2034975	110.3895468	335.3765636	204.9329239	116.6073942	113.6640322	288.588561	242.9760772	117.5018658	106.4695985
VNG0754C	540.6847858	393.6376521	195.6424976	163.4761864	527.9228135	323.5910202	145.2566247	132.3363504	496.8760132	374.484423	161.2815186	151.4295585
VNG0755C	187.9024976	167.6694038	77.73001587	121.5051608	195.4303235	162.1580094	87.79062436	118.9989802	209.1131705	191.892158	92.32289459	120.5368252
VNG0757G	355.9217482	349.7930666	193.0075818	263.9000102	379.8736999	298.6994033	238.7435872	197.689464	351.9624439	331.2595683	223.6618527	203.8368738
VNG0758C	605.7995127	566.4142274	240.2164897	397.2873792	557.0382236	475.2365506	472.4609937	421.1645103	542.4969517	480.7127781	307.3649193	317.2021716
VNG0759H	758.5865683	684.168257	228.1397924	339.4095266	700.1432111	570.332194	375.9583226	322.1715853	643.4410191	524.7235393	271.0709067	242.7286183
VNG0761G	234.1804642	238.3025492	186.6398686	418.5603648	233.1979546	226.8037136	268.7331326	429.3151254	248.747651	231.8424025	279.010222	441.6005885
VNG0762H	18.48793138	7.227129475	12.2962737	11.11561408	13.32167349	12.08330919	7.204192457	10.0771241	13.2114935	12.18154996	9.75401589	14.34305472
VNG0763G	57.90559641	49.62628906	52.91789216	33.92178781	54.66006238	45.91657494	29.15184855	34.97354836	58.62600239	44.40371438	26.99367188	38.61591655
VNG0764C	167.3215928	165.5494458	149.9706238	215.412935	161.7827977	157.8080181	205.2357153	271.0449998	160.3957882	167.1361049	215.0420247	220.9382082
VNG0765H	327.4340552	251.6004675	273.8116661	411.0860726	391.8220049	278.0369446	129.5079249	344.6969215	426.2770948	371.7337505	203.0196331	427.8091897
VNG0766G	111.5089698	159.9604657	542.7926532	708.7162221	122.6417983	167.9579978	545.3406151	756.5252728	133.9728012	150.7630538	624.9375297	738.115662
