"locus"	"Half-life"	"RPKM"
BCE_2168	NA	NA
BCE_2169	1.6	51
BCE_2170	NA	NA
BCE_2171	NA	NA
BCE_2172	NA	9
BCE_2173	NA	NA
BCE_2174	NA	NA
BCE_2175	NA	NA
BCE_2176	NA	8
BCE_2177	5.2	5
BCE_2178	NA	NA
BCE_2179	NA	NA
BCE_2180	3.1	NA
BCE_2181	NA	NA
BCE_2182	2.5	213
BCE_2183	1.6	54
BCE_2184	NA	NA
BCE_2185	NA	NA
BCE_2186	NA	7
BCE_2187	7.1	136
BCE_2188	3.6	122
BCE_2189	3.5	132
BCE_2190	NA	NA
BCE_2191	NA	NA
BCE_2192	NA	NA
BCE_2193	NA	NA
BCE_2194	NA	NA
BCE_2195	NA	NA
BCE_2196	NA	NA
BCE_2197	NA	NA
BCE_2198	1.8	13
BCE_2199	NA	NA
BCE_2200	5.5	29
BCE_2201	1.6	136
BCE_2202	4.8	18
BCE_2203	NA	NA
BCE_2204	NA	NA
BCE_2205	NA	NA
BCE_2206	NA	NA
BCE_2207	NA	NA
BCE_2208	2.4	17
BCE_2209	2.0	28
BCE_2210	3.8	12
BCE_2211	2.1	8
BCE_2212	NA	NA
BCE_2213	NA	NA
BCE_2214	4.5	6
BCE_2215	7.6	46
BCE_2216	NA	NA
BCE_2217	NA	NA
BCE_2218	NA	NA
BCE_2219	NA	NA
BCE_2220	NA	NA
BCE_2221	NA	NA
BCE_2222	NA	NA
BCE_2223	NA	NA
BCE_2224	1.5	48
BCE_2225	2.1	59
BCE_2226	5.2	389
BCE_2227	NA	8
BCE_2228	NA	NA
BCE_2229	2.3	11
BCE_2230	NA	NA
BCE_2231	2.4	46
BCE_2232	2.1	56
BCE_2233	5.6	219
BCE_2234	NA	11
BCE_2235	NA	5
BCE_2236	2.9	8
BCE_2237	NA	7
BCE_2238	NA	NA
BCE_2239	NA	NA
BCE_2240	1.5	24
BCE_2241	5.2	8
BCE_2242	NA	NA
BCE_2243	NA	NA
BCE_2244	NA	NA
BCE_2245	NA	NA
BCE_2246	NA	NA
BCE_2247	NA	7
BCE_2248	NA	9
BCE_2249	NA	NA
BCE_2250	NA	NA
BCE_2251	NA	NA
BCE_2252	NA	NA
BCE_2253	NA	NA
BCE_2254	NA	67
BCE_2255	3.5	72
BCE_2256	2.6	8
BCE_2257	NA	NA
BCE_2258	NA	8
BCE_2259	1.2	14
BCE_2260	NA	NA
BCE_2261	NA	31
BCE_2262	NA	8
BCE_2263	NA	11
BCE_2264	NA	NA
BCE_2265	NA	NA
BCE_2266	2.8	117
BCE_2267	2.8	131
BCE_2268	4.3	88
BCE_2269	NA	22
BCE_2270	2.3	197
BCE_2271	2.0	35
BCE_2272	NA	NA
BCE_2273	NA	NA
BCE_2274	NA	32
BCE_2275	NA	16
BCE_2276	2.7	271
BCE_2277	NA	NA
BCE_2278	2.1	89
BCE_2279	2.5	9
BCE_2280	2.9	374
BCE_2281	2.1	19
BCE_2282	NA	10
BCE_2283	1.3	192
BCE_2284	NA	NA
BCE_2285	NA	NA
BCE_2286	2.3	46
BCE_2287	2.1	63
BCE_2288	NA	35
BCE_2289	NA	NA
BCE_2290	NA	NA
BCE_2291	NA	NA
BCE_2292	NA	NA
BCE_2293	NA	NA
BCE_2294	NA	NA
BCE_2295	1.8	45
BCE_2296	4.4	33
BCE_2297	NA	NA
BCE_2298	NA	NA
BCE_2299	NA	NA
BCE_2300	NA	11
BCE_2301	1.7	2976
BCE_2302	1.5	1968
BCE_2303	1.7	1764
BCE_2304	2.4	2021
BCE_2305	NA	NA
BCE_2306	NA	NA
BCE_2307	NA	NA
BCE_2308	NA	NA
BCE_2309	NA	NA
BCE_2310	5.9	11
BCE_2311	NA	NA
BCE_2312	2.3	19
BCE_2313	1.3	11
BCE_2314	1.2	10
BCE_2315	0.8	23
BCE_2316	NA	NA
BCE_2317	NA	NA
BCE_2318	NA	NA
BCE_2319	NA	NA
BCE_2320	NA	13
BCE_2321	NA	NA
BCE_2322	NA	NA
BCE_2323	5.0	24
BCE_2324	NA	87
BCE_2325	2.2	11
BCE_2326	NA	NA
BCE_2327	NA	NA
BCE_2328	NA	NA
BCE_2329	NA	NA
BCE_2330	NA	NA
BCE_2331	NA	NA
BCE_2332	NA	NA
BCE_2333	NA	NA
BCE_2334	NA	NA
BCE_2335	NA	NA
BCE_2336	NA	83
BCE_2337	NA	NA
BCE_2338	NA	NA
BCE_2339	NA	NA
BCE_2340	NA	11
BCE_2341	NA	6
BCE_2342	NA	5
BCE_2343	NA	7
BCE_2344	5.5	337
BCE_2345	NA	NA
BCE_2346	NA	NA
BCE_2347	NA	NA
BCE_2348	NA	NA
BCE_2349	NA	NA
BCE_2350	NA	NA
BCE_2351	NA	NA
BCE_2352	NA	NA
BCE_2353	NA	NA
BCE_2354	NA	NA
BCE_2355	NA	NA
BCE_2356	NA	NA
BCE_2357	NA	NA
BCE_2358	NA	NA
BCE_2359	NA	13
BCE_2360	NA	NA
BCE_2361	NA	9
BCE_2362	NA	10
BCE_2363	NA	11
BCE_2364	1.9	15
BCE_2365	NA	NA
BCE_2366	NA	NA
BCE_2367	NA	NA
BCE_2368	NA	NA
BCE_2369	NA	NA
BCE_2370	1.6	118
BCE_2371	NA	NA
BCE_2372	NA	NA
BCE_2373	NA	NA
BCE_2374	NA	NA
BCE_2375	NA	NA
BCE_2376	NA	NA
BCE_2377	NA	NA
BCE_2378	NA	NA
BCE_2379	NA	NA
BCE_2380	NA	NA
BCE_2381	NA	NA
BCE_2382	NA	NA
BCE_2383	NA	NA
BCE_2384	NA	NA
BCE_2385	NA	7
BCE_2386	NA	10
BCE_2387	NA	NA
BCE_2388	NA	36
BCE_2389	1.2	98
BCE_2390	1.3	38
BCE_2391	2.1	38
BCE_2392	NA	8
BCE_2393	1.4	97
BCE_2394	1.7	68
BCE_2395	NA	NA
BCE_2396	NA	NA
BCE_2397	NA	NA
BCE_2398	2.7	213
BCE_2399	5.0	120
BCE_2400	5.2	128
BCE_2401	4.9	122
BCE_2402	5.5	81
BCE_2403	8.0	92
BCE_2404	NA	43
BCE_2405	4.9	64
BCE_2406	6.0	55
BCE_2407	3.3	7
BCE_2408	2.8	6
BCE_2409	NA	16
BCE_2410	NA	NA
BCE_2411	2.9	9
BCE_2412	1.4	19
BCE_2413	1.5	18
BCE_2414	NA	NA
BCE_2415	NA	NA
BCE_2416	NA	NA
BCE_2417	2.5	75
BCE_2418	NA	44
BCE_2419	3.9	8
BCE_2420	NA	NA
BCE_2421	NA	NA
BCE_2422	NA	NA
BCE_2423	NA	NA
BCE_2424	NA	NA
BCE_2425	NA	NA
BCE_2426	NA	NA
BCE_2427	NA	NA
BCE_2428	NA	NA
BCE_2429	NA	NA
BCE_2430	NA	10
BCE_2431	NA	15
BCE_2432	NA	15
BCE_2433	2.7	10
BCE_2434	NA	NA
BCE_2435	NA	88
BCE_2436	3.4	29
BCE_2437	1.7	6
BCE_2438	1.9	9
BCE_2439	NA	NA
BCE_2440	NA	NA
BCE_2441	NA	NA
BCE_2442	2.9	20
BCE_2443	NA	NA
BCE_2444	NA	NA
BCE_2445	NA	NA
BCE_2446	NA	NA
BCE_2447	NA	NA
BCE_2448	NA	NA
BCE_2449	NA	NA
BCE_2450	2.2	25
BCE_2451	NA	NA
BCE_2452	2.6	22
BCE_2453	4.8	436
BCE_2454	2.1	505
BCE_2455	1.9	13
BCE_2456	1.9	19
BCE_2457	NA	NA
BCE_2458	NA	NA
BCE_2459	NA	NA
BCE_2460	NA	NA
BCE_2461	NA	NA
BCE_2462	NA	9
BCE_2463	NA	NA
BCE_2464	NA	NA
BCE_2465	NA	NA
BCE_2466	NA	NA
BCE_2467	NA	NA
BCE_2468	NA	NA
BCE_2469	NA	NA
BCE_2470	NA	NA
BCE_2471	NA	8
BCE_2472	2.3	73
BCE_2473	2.0	59
BCE_2474	NA	8
BCE_2475	2.9	8
BCE_2476	NA	NA
BCE_2477	NA	NA
BCE_2478	NA	NA
BCE_2479	NA	NA
BCE_2480	NA	NA
BCE_2481	NA	NA
BCE_2482	NA	NA
BCE_2483	NA	NA
BCE_2484	NA	NA
BCE_2485	NA	NA
BCE_2486	NA	NA
BCE_2487	NA	NA
BCE_2488	NA	NA
BCE_2489	1.6	345
BCE_2490	2.0	9
BCE_2491	1.6	16
BCE_2492	3.2	73
BCE_2493	NA	NA
BCE_2494	NA	NA
BCE_2495	NA	NA
BCE_2496	NA	NA
BCE_2497	NA	NA
BCE_2498	NA	NA
BCE_2499	NA	NA
BCE_2500	1.0	17
BCE_2501	1.6	21
BCE_2502	1.6	29
BCE_2503	2.4	17
BCE_2504	NA	NA
BCE_2505	NA	NA
BCE_2506	NA	NA
BCE_2507	NA	NA
BCE_2508	NA	NA
BCE_2509	1.5	57
BCE_2510	NA	NA
BCE_2511	NA	NA
BCE_2512	NA	NA
BCE_2513	NA	NA
BCE_2514	NA	NA
BCE_2515	4.7	152
BCE_2516	NA	NA
BCE_2517	NA	NA
BCE_2518	1.0	28
BCE_2519	1.2	31
BCE_2520	1.8	45
BCE_2521	1.5	15
BCE_2522	1.9	18
BCE_2523	NA	7
BCE_2524	NA	9
BCE_2525	NA	8
BCE_2526	NA	NA
BCE_2527	7.4	85
BCE_2528	NA	NA
BCE_2529	NA	NA
BCE_2530	NA	NA
BCE_2531	NA	NA
BCE_2532	2.3	NA
BCE_2533	NA	NA
BCE_2534	NA	NA
BCE_2535	NA	NA
BCE_2536	1.9	9
BCE_2537	NA	NA
BCE_2538	NA	NA
BCE_2539	NA	NA
BCE_2540	NA	NA
BCE_2541	NA	NA
BCE_2542	NA	NA
BCE_2543	NA	NA
BCE_2544	NA	NA
BCE_2545	2.3	5
BCE_2546	NA	NA
BCE_2547	NA	7
BCE_2548	NA	NA
BCE_2549	NA	NA
BCE_2550	NA	NA
BCE_2551	NA	NA
BCE_2552	NA	NA
BCE_2553	NA	NA
BCE_2554	NA	NA
BCE_2555	NA	NA
BCE_2556	NA	NA
BCE_2557	NA	NA
BCE_2558	NA	NA
BCE_2559	NA	NA
BCE_2560	NA	NA
BCE_2561	NA	NA
BCE_2562	NA	NA
BCE_2563	1.4	24
BCE_2564	NA	12
BCE_2565	NA	NA
BCE_2566	NA	NA
BCE_2567	NA	NA
BCE_2568	NA	NA
BCE_2569	NA	NA
BCE_2570	NA	10
BCE_2571	2.0	44
BCE_2572	2.0	28
BCE_2573	NA	7
BCE_2574	NA	NA
BCE_2575	NA	8
BCE_2576	2.8	15
BCE_2577	NA	NA
BCE_2578	NA	NA
BCE_2579	NA	NA
BCE_2580	NA	NA
BCE_2581	NA	NA
BCE_2582	NA	NA
BCE_2583	NA	NA
BCE_2584	2.5	8
BCE_2585	2.7	15
BCE_2586	NA	10
BCE_2587	NA	NA
BCE_2588	NA	NA
BCE_2589	NA	NA
BCE_2590	NA	NA
BCE_2591	NA	NA
BCE_2592	NA	NA
BCE_2593	NA	NA
BCE_2594	NA	NA
BCE_2595	NA	NA
BCE_2596	NA	NA
BCE_2597	NA	NA
BCE_2598	NA	NA
BCE_2599	NA	NA
BCE_2600	NA	6
BCE_2601	NA	NA
BCE_2602	NA	NA
BCE_2603	NA	NA
BCE_2604	NA	NA
BCE_2605	NA	NA
BCE_2606	NA	NA
BCE_2607	NA	NA
BCE_2608	NA	NA
BCE_2609	3.8	16
BCE_2610	NA	NA
BCE_2611	NA	NA
BCE_2612	NA	NA
BCE_2613	NA	NA
BCE_2614	NA	NA
BCE_2615	NA	NA
BCE_2616	NA	NA
BCE_2617	NA	12
BCE_2618	1.3	13
BCE_2619	NA	24
BCE_2620	NA	NA
BCE_2621	NA	NA
BCE_2622	NA	NA
BCE_2623	NA	NA
BCE_2624	NA	94
BCE_2625	NA	NA
BCE_2626	1.6	11
BCE_2627	1.8	11
BCE_2628	1.7	37
BCE_2629	NA	NA
BCE_2630	NA	NA
BCE_2631	NA	NA
BCE_2632	NA	NA
BCE_2633	NA	NA
BCE_2634	NA	NA
BCE_2635	NA	NA
BCE_2636	NA	NA
BCE_2637	NA	NA
BCE_2638	NA	NA
BCE_2639	NA	NA
BCE_2640	NA	NA
BCE_2641	NA	NA
BCE_2642	NA	NA
BCE_2643	NA	NA
BCE_2644	NA	NA
BCE_2645	NA	NA
BCE_2646	NA	NA
BCE_2647	NA	20
BCE_2648	1.8	13
BCE_2649	NA	NA
BCE_2650	NA	9
BCE_2651	NA	22
BCE_2652	1.4	9
BCE_2653	NA	NA
BCE_2654	NA	NA
BCE_2655	NA	NA
BCE_2656	NA	NA
BCE_2657	NA	NA
BCE_2658	3.1	7
BCE_2659	NA	NA
BCE_2660	NA	NA
BCE_2661	NA	19
BCE_2662	NA	7
BCE_2663	NA	NA
BCE_2664	NA	NA
BCE_2665	NA	NA
BCE_2666	NA	NA
BCE_2667	NA	NA
BCE_2668	NA	NA
BCE_2669	NA	NA
BCE_2670	3.1	NA
BCE_2671	1.1	9
BCE_2672	NA	NA
BCE_2673	NA	NA
BCE_2674	NA	NA
BCE_2675	NA	6
BCE_2676	NA	NA
BCE_2677	3.9	7
BCE_2678	2.5	6
BCE_2679	NA	NA
BCE_2680	NA	NA
BCE_2681	NA	NA
BCE_2682	NA	NA
BCE_2683	NA	NA
BCE_2684	NA	NA
BCE_2685	NA	NA
BCE_2686	NA	NA
BCE_2687	1.4	58
BCE_2688	NA	NA
BCE_2689	NA	NA
BCE_2690	NA	NA
BCE_2691	4.7	15
BCE_2692	NA	NA
BCE_2693	NA	NA
BCE_2694	NA	NA
BCE_2695	NA	NA
BCE_2696	NA	NA
BCE_2697	NA	16
BCE_2698	NA	NA
BCE_2699	NA	NA
BCE_2700	NA	11
BCE_2701	NA	7
BCE_2702	NA	NA
BCE_2703	NA	NA
BCE_2704	0.8	42
BCE_2705	NA	NA
BCE_2706	NA	NA
BCE_2707	NA	11
BCE_2708	NA	NA
BCE_2709	NA	NA
BCE_2710	NA	NA
BCE_2711	NA	NA
BCE_2712	NA	NA
BCE_2713	NA	NA
BCE_2714	NA	NA
BCE_2715	NA	NA
BCE_2716	NA	6
BCE_2717	1.1	24
BCE_2718	NA	NA
BCE_2719	NA	NA
BCE_2720	NA	NA
BCE_2721	NA	NA
BCE_2722	NA	NA
BCE_2723	NA	NA
BCE_2724	1.4	13
BCE_2725	NA	NA
BCE_2726	NA	NA
BCE_2727	NA	NA
BCE_2728	NA	NA
BCE_2729	3.7	10
BCE_2730	NA	7
BCE_2731	NA	NA
BCE_2732	NA	NA
BCE_2733	NA	NA
BCE_2734	2.2	251
BCE_2735	1.5	189
BCE_2736	NA	NA
BCE_2737	NA	NA
BCE_2738	NA	NA
BCE_2739	NA	14
BCE_2740	2.6	33
BCE_2741	4.2	18
BCE_2742	2.7	85
BCE_2743	1.6	22
BCE_2744	NA	NA
BCE_2745	NA	NA
BCE_2746	NA	NA
BCE_2747	NA	NA
BCE_2748	NA	NA
BCE_2749	NA	NA
BCE_2750	NA	NA
BCE_2751	NA	7
BCE_2752	NA	7
BCE_2753	NA	6
BCE_2754	NA	NA
BCE_2755	NA	12
BCE_2756	1.4	18
BCE_2757	NA	NA
BCE_2758	NA	NA
BCE_2759	NA	NA
BCE_2760	NA	NA
BCE_2761	NA	NA
BCE_2762	5.8	136
BCE_2763	NA	191
BCE_2764	NA	NA
BCE_2765	NA	NA
BCE_2766	3.2	84
BCE_2767	1.9	14
BCE_2768	NA	NA
BCE_2769	NA	NA
BCE_2770	NA	NA
BCE_2771	NA	NA
BCE_2772	NA	NA
BCE_2773	NA	NA
BCE_2774	NA	12
BCE_2775	2.1	19
BCE_2776	NA	10
BCE_2777	2.5	31
BCE_2778	6.9	49
BCE_2779	NA	NA
BCE_2780	NA	NA
BCE_2781	NA	NA
BCE_2782	NA	NA
BCE_2783	NA	NA
BCE_2784	NA	NA
BCE_2785	2.6	5
BCE_2786	NA	9
BCE_2787	NA	NA
BCE_2788	NA	NA
BCE_2789	NA	NA
BCE_2790	NA	NA
BCE_2791	NA	NA
BCE_2792	NA	NA
BCE_2793	NA	NA
BCE_2794	NA	NA
BCE_2795	NA	NA
BCE_2796	NA	NA
BCE_2797	NA	NA
BCE_2798	NA	NA
BCE_2799	2.4	149
BCE_2800	2.2	7
BCE_2801	NA	NA
BCE_2802	NA	NA
BCE_2803	NA	NA
BCE_2804	NA	NA
BCE_2805	NA	NA
BCE_2806	NA	NA
BCE_2807	NA	NA
BCE_2808	NA	26
BCE_2809	NA	NA
BCE_2810	NA	NA
BCE_2811	NA	NA
BCE_2812	NA	NA
BCE_2813	NA	NA
BCE_2814	NA	NA
BCE_2815	NA	NA
BCE_2816	NA	NA
BCE_2817	NA	NA
BCE_2818	NA	NA
BCE_2819	NA	NA
BCE_2820	NA	NA
BCE_2821	NA	NA
BCE_2822	NA	NA
BCE_2823	3.4	13
BCE_2824	4.5	87
BCE_2825	2.9	43
BCE_2826	3.5	20
BCE_2827	4.3	19
BCE_2828	2.1	7
BCE_2829	NA	13
BCE_2830	2.2	41
BCE_2831	1.9	57
BCE_2832	2.4	21
BCE_2833	2.3	9
BCE_2834	1.9	7
BCE_2835	NA	NA
BCE_2836	NA	6
BCE_2837	NA	28
BCE_2838	NA	49
BCE_2839	4.3	14
BCE_2840	NA	NA
BCE_2841	2.6	50
BCE_2842	1.7	32
BCE_2843	NA	NA
BCE_2844	NA	NA
BCE_2845	NA	13
BCE_2846	NA	NA
BCE_2847	NA	NA
BCE_2848	NA	NA
BCE_2849	NA	NA
BCE_2850	NA	NA
BCE_2851	1.0	10
BCE_2852	NA	NA
BCE_2853	NA	NA
BCE_2854	5.3	821
BCE_2855	4.2	5
BCE_2856	NA	NA
BCE_2857	NA	NA
BCE_2858	NA	NA
BCE_2859	NA	NA
BCE_2860	NA	NA
BCE_2861	NA	NA
BCE_2862	NA	NA
BCE_2863	NA	NA
BCE_2864	NA	NA
BCE_2865	NA	NA
BCE_2866	NA	NA
BCE_2867	1.8	6
BCE_2868	2.7	85
BCE_2869	2.8	368
BCE_2870	2.7	236
BCE_2871	2.8	93
BCE_2872	NA	7
BCE_2873	NA	NA
BCE_2874	NA	NA
BCE_2875	1.8	40
BCE_2876	NA	NA
BCE_2877	NA	NA
BCE_2878	NA	NA
BCE_2879	NA	NA
BCE_2880	NA	NA
BCE_2881	NA	NA
BCE_2882	NA	NA
BCE_2883	NA	NA
BCE_2884	NA	NA
BCE_2885	NA	NA
BCE_2886	NA	8
BCE_2887	NA	NA
BCE_2888	NA	6
BCE_2889	NA	NA
BCE_2890	NA	NA
BCE_2891	NA	NA
BCE_2892	NA	NA
BCE_2893	NA	NA
BCE_2894	NA	NA
BCE_2895	NA	NA
BCE_2896	4.1	10
BCE_2897	4.1	15
BCE_2898	4.0	40
BCE_2899	NA	11
BCE_2900	NA	11
BCE_2901	NA	9
BCE_2902	4.0	11
BCE_2903	NA	NA
BCE_2904	NA	NA
BCE_2905	NA	NA
BCE_2906	1.6	134
BCE_2907	NA	NA
BCE_2908	NA	NA
BCE_2909	NA	NA
BCE_2910	NA	NA
BCE_2911	NA	8
BCE_2912	NA	12
BCE_2913	NA	14
BCE_2914	NA	NA
BCE_2915	NA	122
BCE_2916	4.1	55
BCE_2917	NA	43
BCE_2918	3.2	34
BCE_2919	NA	21
BCE_2920	NA	NA
BCE_2921	NA	NA
BCE_2922	NA	NA
BCE_2923	NA	NA
BCE_2924	1.2	24
BCE_2925	3.3	83
BCE_2926	NA	NA
BCE_2927	NA	NA
BCE_2928	NA	61
BCE_2929	NA	NA
BCE_2930	NA	NA
BCE_2931	NA	NA
BCE_2932	3.9	8
BCE_2933	NA	NA
BCE_2934	NA	NA
BCE_2935	2.1	13
BCE_2936	NA	NA
BCE_2937	NA	NA
BCE_2938	4.6	28
BCE_2939	4.7	8
BCE_2940	3.3	7
BCE_2941	1.9	23
BCE_2942	1.4	13
BCE_2943	2.0	8
BCE_2944	2.4	10
BCE_2945	NA	8
BCE_2946	NA	NA
BCE_2947	NA	NA
BCE_2948	NA	NA
BCE_2949	NA	NA
BCE_2950	NA	NA
BCE_2951	NA	NA
BCE_2952	NA	NA
BCE_2953	NA	NA
BCE_2954	NA	NA
BCE_2955	2.5	58
BCE_2956	1.7	34
BCE_2957	NA	134
BCE_2958	NA	NA
BCE_2959	NA	NA
BCE_2960	NA	NA
BCE_2961	NA	NA
BCE_2962	NA	10
BCE_2963	1.0	8
BCE_2964	NA	NA
BCE_2965	NA	11
BCE_2966	1.8	9
BCE_2967	1.6	23
BCE_2968	2.3	12
BCE_2969	NA	8
BCE_2970	2.3	17
BCE_2971	2.0	14
BCE_2972	NA	NA
BCE_2973	2.7	13
BCE_2974	NA	NA
BCE_2975	NA	13
BCE_2976	NA	NA
BCE_2977	NA	9
BCE_2978	2.3	5
BCE_2979	1.7	216
BCE_2980	NA	NA
BCE_2981	2.1	14
BCE_2982	2.1	13
BCE_2983	2.1	9
BCE_2984	NA	NA
BCE_2985	NA	NA
BCE_2986	NA	NA
BCE_2987	1.7	64
BCE_2988	1.9	282
BCE_2989	NA	NA
BCE_2990	2.4	12
BCE_2991	2.2	79
BCE_2992	NA	9
BCE_2993	3.9	29
BCE_2994	4.4	51
BCE_2995	7.2	17
BCE_2996	3.2	24
BCE_2997	3.4	24
BCE_2998	3.1	189
BCE_2999	NA	NA
BCE_3000	NA	NA
BCE_3001	NA	NA
BCE_3002	3.8	14
BCE_3003	NA	23
BCE_3004	NA	NA
BCE_3005	4.9	161
BCE_3006	NA	NA
BCE_3007	1.6	20
BCE_3008	NA	NA
BCE_3009	NA	9
BCE_3010	NA	NA
BCE_3011	3.1	43
BCE_3012	NA	NA
BCE_3013	NA	NA
BCE_3014	NA	NA
BCE_3015	NA	NA
BCE_3016	NA	NA
BCE_3017	NA	NA
BCE_3018	NA	NA
BCE_3019	NA	NA
BCE_3020	NA	7
BCE_3021	6.3	6
BCE_3022	NA	21
BCE_3023	5.2	16
BCE_3024	3.5	166
BCE_3025	NA	NA
BCE_3026	NA	NA
BCE_3027	NA	NA
BCE_3028	2.4	101
BCE_3029	1.9	53
BCE_3030	1.0	42
BCE_3031	1.7	36
BCE_3032	2.3	7
BCE_3033	NA	9
BCE_3034	NA	NA
BCE_3035	NA	NA
BCE_3036	NA	NA
BCE_3037	NA	NA
BCE_3038	NA	NA
BCE_3039	NA	17
BCE_3040	2.6	40
BCE_3041	NA	NA
BCE_3042	NA	NA
BCE_3043	NA	NA
BCE_3044	NA	NA
BCE_3045	NA	NA
BCE_3046	NA	NA
BCE_3047	NA	NA
BCE_3048	NA	NA
BCE_3049	NA	8
BCE_3050	2.9	9
BCE_3051	2.2	24
BCE_3052	NA	NA
BCE_3053	NA	NA
BCE_3054	NA	NA
BCE_3055	NA	NA
BCE_3056	NA	NA
BCE_3057	NA	NA
BCE_3058	NA	NA
BCE_3059	NA	NA
BCE_3060	NA	NA
BCE_3061	NA	NA
BCE_3062	NA	NA
BCE_3063	NA	NA
BCE_3064	NA	NA
BCE_3065	NA	NA
BCE_3066	NA	NA
BCE_3067	NA	NA
BCE_3068	NA	NA
BCE_3069	NA	NA
BCE_3070	NA	NA
BCE_3071	NA	NA
BCE_3072	NA	NA
BCE_3073	NA	NA
BCE_3074	NA	49
BCE_3075	5.4	70
BCE_3076	6.2	73
BCE_3077	NA	NA
BCE_3078	NA	NA
BCE_3079	NA	NA
BCE_3080	2.3	22
BCE_3081	2.9	24
BCE_3082	NA	NA
BCE_3083	NA	NA
BCE_3084	NA	NA
BCE_3085	NA	NA
BCE_3086	NA	NA
BCE_3087	NA	NA
BCE_3088	NA	NA
BCE_3089	NA	NA
BCE_3090	NA	NA
BCE_3091	NA	NA
BCE_3092	NA	NA
BCE_3093	NA	NA
BCE_3094	NA	NA
BCE_3095	NA	16
BCE_3096	3.6	50
BCE_3097	4.0	16
BCE_3098	3.4	18
BCE_3099	3.4	20
BCE_3100	NA	11
BCE_3101	NA	17
BCE_3102	NA	NA
BCE_3103	1.6	44
BCE_3104	NA	NA
BCE_3105	NA	13
BCE_3106	NA	NA
BCE_3107	NA	NA
BCE_3108	NA	25
BCE_3109	NA	11
BCE_3110	NA	NA
BCE_3111	NA	NA
BCE_3112	NA	NA
BCE_3113	8.2	8
BCE_3114	NA	6
BCE_3115	5.9	16
BCE_3116	NA	NA
BCE_3117	NA	NA
BCE_3118	NA	NA
BCE_3119	NA	NA
BCE_3120	NA	NA
BCE_3121	NA	NA
BCE_3122	NA	NA
BCE_3123	1.5	34
BCE_3124	NA	19
BCE_3125	NA	NA
BCE_3126	1.8	50
BCE_3127	1.3	46
BCE_3128	NA	NA
BCE_3129	1.8	29
BCE_3130	NA	9
BCE_3131	NA	NA
BCE_3132	NA	10
BCE_3133	2.5	6
BCE_3134	NA	NA
BCE_3135	2.5	9
BCE_3136	NA	23
BCE_3137	3.6	12
BCE_3138	NA	22
BCE_3139	NA	NA
BCE_3140	NA	NA
BCE_3141	NA	NA
BCE_3142	NA	NA
BCE_3143	NA	NA
BCE_3144	NA	NA
BCE_3145	NA	NA
BCE_3146	NA	NA
BCE_3147	NA	NA
BCE_3148	NA	NA
BCE_3149	NA	NA
BCE_3150	NA	NA
BCE_3151	NA	NA
BCE_3152	NA	NA
BCE_3153	NA	NA
BCE_3154	2.4	6
BCE_3155	NA	NA
BCE_3156	2.2	17
BCE_3157	2.9	159
BCE_3158	NA	NA
BCE_3159	NA	NA
BCE_3160	NA	NA
BCE_3161	NA	NA
BCE_3162	NA	NA
BCE_3163	NA	NA
BCE_3164	NA	NA
BCE_3165	NA	NA
BCE_3166	NA	NA
BCE_3167	NA	NA
BCE_3168	NA	NA
BCE_3169	NA	NA
BCE_3170	NA	NA
BCE_3171	NA	NA
BCE_3172	NA	NA
BCE_3173	NA	NA
BCE_3174	NA	NA
BCE_3175	1.4	7
BCE_3176	NA	NA
BCE_3177	NA	NA
BCE_3178	NA	NA
BCE_3179	NA	NA
BCE_3180	NA	NA
BCE_3181	NA	NA
BCE_3182	3.0	19
BCE_3183	1.1	8
BCE_3184	1.6	18
BCE_3185	NA	NA
BCE_3186	NA	NA
BCE_3187	NA	NA
BCE_3188	NA	NA
BCE_3189	1.7	26
BCE_3190	2.5	24
BCE_3191	1.6	15
BCE_3192	NA	NA
BCE_3193	4.7	38
BCE_3194	NA	NA
BCE_3195	NA	NA
BCE_3196	NA	NA
BCE_3197	NA	NA
BCE_3198	2.4	56
BCE_3199	NA	NA
BCE_3200	NA	NA
BCE_3201	NA	NA
BCE_3202	NA	NA
BCE_3203	NA	NA
BCE_3204	NA	NA
BCE_3205	NA	NA
BCE_3206	NA	NA
BCE_3207	4.4	27
BCE_3208	NA	8
BCE_3209	NA	7
BCE_3210	NA	NA
BCE_3211	3.8	9
BCE_3212	NA	10
BCE_3213	NA	NA
BCE_3214	NA	NA
BCE_3215	NA	NA
BCE_3216	NA	NA
BCE_3217	NA	NA
BCE_3218	2.6	7
BCE_3219	2.0	13
BCE_3220	NA	NA
BCE_3221	NA	NA
BCE_3222	NA	NA
BCE_3223	NA	NA
BCE_3224	NA	NA
BCE_3225	2.2	10
BCE_3226	NA	NA
BCE_3227	NA	NA
BCE_3228	NA	28
BCE_3229	NA	NA
BCE_3230	NA	NA
BCE_3231	1.5	14
BCE_3232	2.3	12
BCE_3233	1.0	7
BCE_3234	NA	NA
BCE_3235	NA	NA
BCE_3236	NA	NA
BCE_3237	NA	NA
BCE_3238	NA	NA
BCE_3239	NA	NA
BCE_3240	NA	NA
BCE_3241	NA	NA
BCE_3242	1.4	6
BCE_3243	NA	NA
BCE_3244	NA	NA
BCE_3245	NA	NA
BCE_3246	NA	NA
BCE_3247	NA	NA
BCE_3248	3.5	8
BCE_3249	NA	NA
BCE_3250	NA	NA
BCE_3251	NA	NA
